quantifier,Answer.time_in_minutes,block_trial,utterance_label,color,type,position,Answer.bonus,label,utterance,trial,Answer.condition,clicked,percentage,init_images,workerid,block
all,8.60595,3,quantifier,orange,0_100_2,1,195,competitor, The machine dispensed all of the,3,many_some,0,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,0
all,8.60595,3,quantifier,blue,0_100_2,2,195,target, The machine dispensed all of the,3,many_some,1,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,0
all,8.60595,3,color,orange,0_100_2,1,195,competitor, The machine dispensed all of the blue ones.,3,many_some,0,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,0
all,8.60595,3,color,blue,0_100_2,2,195,target, The machine dispensed all of the blue ones.,3,many_some,1,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,0
none,8.60595,4,quantifier,orange,0_100_1,1,195,target, The machine dispensed none of the,4,many_some,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,0
none,8.60595,4,quantifier,blue,0_100_1,2,195,competitor, The machine dispensed none of the,4,many_some,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,0
none,8.60595,4,color,orange,0_100_1,1,195,target, The machine dispensed none of the orange ones.,4,many_some,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,0
none,8.60595,4,color,blue,0_100_1,2,195,competitor, The machine dispensed none of the orange ones.,4,many_some,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,0
many,8.60595,1,quantifier,orange,75_100_1,1,195,competitor, The machine dispensed many of the,5,many_some,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,1
many,8.60595,1,quantifier,blue,75_100_1,2,195,target, The machine dispensed many of the,5,many_some,1,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,1
many,8.60595,1,color,orange,75_100_1,1,195,competitor, The machine dispensed many of the blue ones.,5,many_some,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,1
many,8.60595,1,color,blue,75_100_1,2,195,target, The machine dispensed many of the blue ones.,5,many_some,1,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,1
all,8.60595,2,quantifier,blue,75_100_2,1,195,competitor, The machine dispensed all of the,6,many_some,0,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,1
all,8.60595,2,quantifier,orange,75_100_2,2,195,target, The machine dispensed all of the,6,many_some,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,1
all,8.60595,2,color,blue,75_100_2,1,195,competitor, The machine dispensed all of the orange ones.,6,many_some,0,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,1
all,8.60595,2,color,orange,75_100_2,2,195,target, The machine dispensed all of the orange ones.,6,many_some,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,1
some,8.60595,3,quantifier,blue,25_50_2,1,195,competitor, The machine dispensed some of the,7,many_some,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,1
some,8.60595,3,quantifier,orange,25_50_2,2,195,target, The machine dispensed some of the,7,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,1
some,8.60595,3,color,blue,25_50_2,1,195,competitor, The machine dispensed some of the orange ones.,7,many_some,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,1
some,8.60595,3,color,orange,25_50_2,2,195,target, The machine dispensed some of the orange ones.,7,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,1
none,8.60595,4,quantifier,blue,90_0_2,1,195,target, The machine dispensed none of the,8,many_some,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,1
none,8.60595,4,quantifier,orange,90_0_2,2,195,competitor, The machine dispensed none of the,8,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,1
none,8.60595,4,color,blue,90_0_2,1,195,target, The machine dispensed none of the blue ones.,8,many_some,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,1
none,8.60595,4,color,orange,90_0_2,2,195,competitor, The machine dispensed none of the blue ones.,8,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,1
many,8.60595,5,quantifier,blue,50_90_2,1,195,competitor, The machine dispensed many of the,9,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,1
many,8.60595,5,quantifier,orange,50_90_2,2,195,target, The machine dispensed many of the,9,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,1
many,8.60595,5,color,blue,50_90_2,1,195,competitor, The machine dispensed many of the orange ones.,9,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,1
many,8.60595,5,color,orange,50_90_2,2,195,target, The machine dispensed many of the orange ones.,9,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,1
some,8.60595,6,quantifier,orange,25_50_1,1,195,competitor, The machine dispensed some of the,10,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,1
some,8.60595,6,quantifier,blue,25_50_1,2,195,target, The machine dispensed some of the,10,many_some,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,1
some,8.60595,6,color,orange,25_50_1,1,195,competitor, The machine dispensed some of the blue ones.,10,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,1
some,8.60595,6,color,blue,25_50_1,2,195,target, The machine dispensed some of the blue ones.,10,many_some,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,1
some,8.60595,7,quantifier,orange,50_90_1,1,195,target, The machine dispensed some of the,11,many_some,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,1
some,8.60595,7,quantifier,blue,50_90_1,2,195,competitor, The machine dispensed some of the,11,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,1
some,8.60595,7,color,orange,50_90_1,1,195,target, The machine dispensed some of the orange ones.,11,many_some,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,1
some,8.60595,7,color,blue,50_90_1,2,195,competitor, The machine dispensed some of the orange ones.,11,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,1
many,8.60595,8,quantifier,blue,90_0_1,1,195,target, The machine dispensed many of the,12,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,1
many,8.60595,8,quantifier,orange,90_0_1,2,195,competitor, The machine dispensed many of the,12,many_some,0,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,1
many,8.60595,8,color,blue,90_0_1,1,195,target, The machine dispensed many of the blue ones.,12,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,1
many,8.60595,8,color,orange,90_0_1,2,195,competitor, The machine dispensed many of the blue ones.,12,many_some,0,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,1
some,8.60595,1,quantifier,blue,50_90_1,1,195,competitor, The machine dispensed some of the,13,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,2
some,8.60595,1,quantifier,orange,50_90_1,2,195,target, The machine dispensed some of the,13,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,2
some,8.60595,1,color,blue,50_90_1,1,195,competitor, The machine dispensed some of the orange ones.,13,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,2
some,8.60595,1,color,orange,50_90_1,2,195,target, The machine dispensed some of the orange ones.,13,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,2
many,8.60595,2,quantifier,blue,75_100_1,1,195,target, The machine dispensed many of the,14,many_some,1,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,2
many,8.60595,2,quantifier,orange,75_100_1,2,195,competitor, The machine dispensed many of the,14,many_some,0,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,2
many,8.60595,2,color,blue,75_100_1,1,195,target, The machine dispensed many of the blue ones.,14,many_some,1,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,2
many,8.60595,2,color,orange,75_100_1,2,195,competitor, The machine dispensed many of the blue ones.,14,many_some,0,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,2
many,8.60595,3,quantifier,orange,90_0_1,1,195,competitor, The machine dispensed many of the,15,many_some,0,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,2
many,8.60595,3,quantifier,blue,90_0_1,2,195,target, The machine dispensed many of the,15,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,2
many,8.60595,3,color,orange,90_0_1,1,195,competitor, The machine dispensed many of the blue ones.,15,many_some,0,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,2
many,8.60595,3,color,blue,90_0_1,2,195,target, The machine dispensed many of the blue ones.,15,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,2
many,8.60595,4,quantifier,orange,50_90_2,1,195,target, The machine dispensed many of the,16,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,2
many,8.60595,4,quantifier,blue,50_90_2,2,195,competitor, The machine dispensed many of the,16,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,2
many,8.60595,4,color,orange,50_90_2,1,195,target, The machine dispensed many of the orange ones.,16,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,2
many,8.60595,4,color,blue,50_90_2,2,195,competitor, The machine dispensed many of the orange ones.,16,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,2
some,8.60595,5,quantifier,blue,25_50_1,1,195,competitor, The machine dispensed some of the,17,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,2
some,8.60595,5,quantifier,orange,25_50_1,2,195,target, The machine dispensed some of the,17,many_some,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,2
some,8.60595,5,color,blue,25_50_1,1,195,competitor, The machine dispensed some of the orange ones.,17,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,2
some,8.60595,5,color,orange,25_50_1,2,195,target, The machine dispensed some of the orange ones.,17,many_some,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,2
some,8.60595,6,quantifier,orange,25_50_2,1,195,target, The machine dispensed some of the,18,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,2
some,8.60595,6,quantifier,blue,25_50_2,2,195,competitor, The machine dispensed some of the,18,many_some,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,2
some,8.60595,6,color,orange,25_50_2,1,195,target, The machine dispensed some of the orange ones.,18,many_some,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,2
some,8.60595,6,color,blue,25_50_2,2,195,competitor, The machine dispensed some of the orange ones.,18,many_some,0,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,2
all,8.60595,7,quantifier,orange,75_100_2,1,195,competitor, The machine dispensed all of the,19,many_some,0,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,2
all,8.60595,7,quantifier,blue,75_100_2,2,195,target, The machine dispensed all of the,19,many_some,1,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,2
all,8.60595,7,color,orange,75_100_2,1,195,competitor, The machine dispensed all of the blue ones.,19,many_some,0,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,2
all,8.60595,7,color,blue,75_100_2,2,195,target, The machine dispensed all of the blue ones.,19,many_some,1,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,2
none,8.60595,8,quantifier,blue,90_0_2,1,195,competitor, The machine dispensed none of the,20,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,2
none,8.60595,8,quantifier,orange,90_0_2,2,195,target, The machine dispensed none of the,20,many_some,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,2
none,8.60595,8,color,blue,90_0_2,1,195,competitor, The machine dispensed none of the orange ones.,20,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,2
none,8.60595,8,color,orange,90_0_2,2,195,target, The machine dispensed none of the orange ones.,20,many_some,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,2
some,8.60595,1,quantifier,orange,25_50_2,1,195,target, The machine dispensed some of the,21,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,3
some,8.60595,1,quantifier,blue,25_50_2,2,195,competitor, The machine dispensed some of the,21,many_some,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,3
some,8.60595,1,color,orange,25_50_2,1,195,target, The machine dispensed some of the orange ones.,21,many_some,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,3
some,8.60595,1,color,blue,25_50_2,2,195,competitor, The machine dispensed some of the orange ones.,21,many_some,0,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,3
none,8.60595,2,quantifier,blue,90_0_2,1,195,competitor, The machine dispensed none of the,22,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,3
none,8.60595,2,quantifier,orange,90_0_2,2,195,target, The machine dispensed none of the,22,many_some,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,3
none,8.60595,2,color,blue,90_0_2,1,195,competitor, The machine dispensed none of the orange ones.,22,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,3
none,8.60595,2,color,orange,90_0_2,2,195,target, The machine dispensed none of the orange ones.,22,many_some,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,3
many,8.60595,3,quantifier,blue,75_100_1,1,195,competitor, The machine dispensed many of the,23,many_some,0,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,3
many,8.60595,3,quantifier,orange,75_100_1,2,195,target, The machine dispensed many of the,23,many_some,1,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,3
many,8.60595,3,color,blue,75_100_1,1,195,competitor, The machine dispensed many of the orange ones.,23,many_some,0,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,3
many,8.60595,3,color,orange,75_100_1,2,195,target, The machine dispensed many of the orange ones.,23,many_some,1,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,3
many,8.60595,4,quantifier,blue,90_0_1,1,195,target, The machine dispensed many of the,24,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,3
many,8.60595,4,quantifier,orange,90_0_1,2,195,competitor, The machine dispensed many of the,24,many_some,0,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,3
many,8.60595,4,color,blue,90_0_1,1,195,target, The machine dispensed many of the blue ones.,24,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,3
many,8.60595,4,color,orange,90_0_1,2,195,competitor, The machine dispensed many of the blue ones.,24,many_some,0,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,3
many,8.60595,5,quantifier,orange,50_90_2,1,195,competitor, The machine dispensed many of the,25,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,3
many,8.60595,5,quantifier,blue,50_90_2,2,195,target, The machine dispensed many of the,25,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,3
many,8.60595,5,color,orange,50_90_2,1,195,competitor, The machine dispensed many of the blue ones.,25,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,3
many,8.60595,5,color,blue,50_90_2,2,195,target, The machine dispensed many of the blue ones.,25,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,3
all,8.60595,6,quantifier,blue,75_100_2,1,195,target, The machine dispensed all of the,26,many_some,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,3
all,8.60595,6,quantifier,orange,75_100_2,2,195,competitor, The machine dispensed all of the,26,many_some,0,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,3
all,8.60595,6,color,blue,75_100_2,1,195,target, The machine dispensed all of the blue ones.,26,many_some,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,3
all,8.60595,6,color,orange,75_100_2,2,195,competitor, The machine dispensed all of the blue ones.,26,many_some,0,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,3
some,8.60595,7,quantifier,orange,25_50_1,1,195,target, The machine dispensed some of the,27,many_some,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,3
some,8.60595,7,quantifier,blue,25_50_1,2,195,competitor, The machine dispensed some of the,27,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,3
some,8.60595,7,color,orange,25_50_1,1,195,target, The machine dispensed some of the orange ones.,27,many_some,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,3
some,8.60595,7,color,blue,25_50_1,2,195,competitor, The machine dispensed some of the orange ones.,27,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,3
some,8.60595,8,quantifier,orange,50_90_1,1,195,target, The machine dispensed some of the,28,many_some,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,3
some,8.60595,8,quantifier,blue,50_90_1,2,195,competitor, The machine dispensed some of the,28,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,3
some,8.60595,8,color,orange,50_90_1,1,195,target, The machine dispensed some of the orange ones.,28,many_some,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,3
some,8.60595,8,color,blue,50_90_1,2,195,competitor, The machine dispensed some of the orange ones.,28,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,3
some,8.60595,1,quantifier,orange,25_50_1,1,195,competitor, The machine dispensed some of the,29,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,4
some,8.60595,1,quantifier,blue,25_50_1,2,195,target, The machine dispensed some of the,29,many_some,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,4
some,8.60595,1,color,orange,25_50_1,1,195,competitor, The machine dispensed some of the blue ones.,29,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,4
some,8.60595,1,color,blue,25_50_1,2,195,target, The machine dispensed some of the blue ones.,29,many_some,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,4
some,8.60595,2,quantifier,blue,25_50_2,1,195,target, The machine dispensed some of the,30,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,4
some,8.60595,2,quantifier,orange,25_50_2,2,195,competitor, The machine dispensed some of the,30,many_some,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,4
some,8.60595,2,color,blue,25_50_2,1,195,target, The machine dispensed some of the blue ones.,30,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,4
some,8.60595,2,color,orange,25_50_2,2,195,competitor, The machine dispensed some of the blue ones.,30,many_some,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,4
all,8.60595,3,quantifier,blue,75_100_2,1,195,target, The machine dispensed all of the,31,many_some,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,4
all,8.60595,3,quantifier,orange,75_100_2,2,195,competitor, The machine dispensed all of the,31,many_some,0,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,4
all,8.60595,3,color,blue,75_100_2,1,195,target, The machine dispensed all of the blue ones.,31,many_some,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,4
all,8.60595,3,color,orange,75_100_2,2,195,competitor, The machine dispensed all of the blue ones.,31,many_some,0,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,4
many,8.60595,4,quantifier,blue,75_100_1,1,195,competitor, The machine dispensed many of the,32,many_some,0,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,4
many,8.60595,4,quantifier,orange,75_100_1,2,195,target, The machine dispensed many of the,32,many_some,1,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,4
many,8.60595,4,color,blue,75_100_1,1,195,competitor, The machine dispensed many of the orange ones.,32,many_some,0,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,4
many,8.60595,4,color,orange,75_100_1,2,195,target, The machine dispensed many of the orange ones.,32,many_some,1,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,4
some,8.60595,5,quantifier,orange,50_90_1,1,195,target, The machine dispensed some of the,33,many_some,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,4
some,8.60595,5,quantifier,blue,50_90_1,2,195,competitor, The machine dispensed some of the,33,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,4
some,8.60595,5,color,orange,50_90_1,1,195,target, The machine dispensed some of the orange ones.,33,many_some,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,4
some,8.60595,5,color,blue,50_90_1,2,195,competitor, The machine dispensed some of the orange ones.,33,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,4
many,8.60595,6,quantifier,orange,90_0_1,1,195,competitor, The machine dispensed many of the,34,many_some,0,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,4
many,8.60595,6,quantifier,blue,90_0_1,2,195,target, The machine dispensed many of the,34,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,4
many,8.60595,6,color,orange,90_0_1,1,195,competitor, The machine dispensed many of the blue ones.,34,many_some,0,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,4
many,8.60595,6,color,blue,90_0_1,2,195,target, The machine dispensed many of the blue ones.,34,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,4
none,8.60595,7,quantifier,orange,90_0_2,1,195,competitor, The machine dispensed none of the,35,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,4
none,8.60595,7,quantifier,blue,90_0_2,2,195,target, The machine dispensed none of the,35,many_some,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,4
none,8.60595,7,color,orange,90_0_2,1,195,competitor, The machine dispensed none of the blue ones.,35,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,4
none,8.60595,7,color,blue,90_0_2,2,195,target, The machine dispensed none of the blue ones.,35,many_some,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,4
many,8.60595,8,quantifier,blue,50_90_2,1,195,target, The machine dispensed many of the,36,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,4
many,8.60595,8,quantifier,orange,50_90_2,2,195,competitor, The machine dispensed many of the,36,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,4
many,8.60595,8,color,blue,50_90_2,1,195,target, The machine dispensed many of the blue ones.,36,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,4
many,8.60595,8,color,orange,50_90_2,2,195,competitor, The machine dispensed many of the blue ones.,36,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,4
some,8.60595,1,quantifier,orange,50_90_1,1,195,competitor, The machine dispensed some of the,37,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,5
some,8.60595,1,quantifier,blue,50_90_1,2,195,target, The machine dispensed some of the,37,many_some,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,5
some,8.60595,1,color,orange,50_90_1,1,195,competitor, The machine dispensed some of the blue ones.,37,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,5
some,8.60595,1,color,blue,50_90_1,2,195,target, The machine dispensed some of the blue ones.,37,many_some,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,5
many,8.60595,2,quantifier,blue,50_90_2,1,195,competitor, The machine dispensed many of the,38,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,5
many,8.60595,2,quantifier,orange,50_90_2,2,195,target, The machine dispensed many of the,38,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,5
many,8.60595,2,color,blue,50_90_2,1,195,competitor, The machine dispensed many of the orange ones.,38,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,5
many,8.60595,2,color,orange,50_90_2,2,195,target, The machine dispensed many of the orange ones.,38,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,5
all,8.60595,3,quantifier,blue,75_100_2,1,195,competitor, The machine dispensed all of the,39,many_some,0,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,5
all,8.60595,3,quantifier,orange,75_100_2,2,195,target, The machine dispensed all of the,39,many_some,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,5
all,8.60595,3,color,blue,75_100_2,1,195,competitor, The machine dispensed all of the orange ones.,39,many_some,0,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,5
all,8.60595,3,color,orange,75_100_2,2,195,target, The machine dispensed all of the orange ones.,39,many_some,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,5
some,8.60595,4,quantifier,blue,25_50_2,1,195,target, The machine dispensed some of the,40,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,5
some,8.60595,4,quantifier,orange,25_50_2,2,195,competitor, The machine dispensed some of the,40,many_some,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,5
some,8.60595,4,color,blue,25_50_2,1,195,target, The machine dispensed some of the blue ones.,40,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,5
some,8.60595,4,color,orange,25_50_2,2,195,competitor, The machine dispensed some of the blue ones.,40,many_some,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,5
none,8.60595,5,quantifier,blue,90_0_2,1,195,competitor, The machine dispensed none of the,41,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,5
none,8.60595,5,quantifier,orange,90_0_2,2,195,target, The machine dispensed none of the,41,many_some,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,5
none,8.60595,5,color,blue,90_0_2,1,195,competitor, The machine dispensed none of the orange ones.,41,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,5
none,8.60595,5,color,orange,90_0_2,2,195,target, The machine dispensed none of the orange ones.,41,many_some,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,5
many,8.60595,6,quantifier,blue,90_0_1,1,195,competitor, The machine dispensed many of the,42,many_some,0,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,5
many,8.60595,6,quantifier,orange,90_0_1,2,195,target, The machine dispensed many of the,42,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,5
many,8.60595,6,color,blue,90_0_1,1,195,competitor, The machine dispensed many of the orange ones.,42,many_some,0,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,5
many,8.60595,6,color,orange,90_0_1,2,195,target, The machine dispensed many of the orange ones.,42,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,5
many,8.60595,7,quantifier,blue,75_100_1,1,195,competitor, The machine dispensed many of the,43,many_some,0,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,5
many,8.60595,7,quantifier,orange,75_100_1,2,195,target, The machine dispensed many of the,43,many_some,1,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,5
many,8.60595,7,color,blue,75_100_1,1,195,competitor, The machine dispensed many of the orange ones.,43,many_some,0,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,5
many,8.60595,7,color,orange,75_100_1,2,195,target, The machine dispensed many of the orange ones.,43,many_some,1,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",4,5
some,8.60595,8,quantifier,orange,25_50_1,1,195,competitor, The machine dispensed some of the,44,many_some,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,5
some,8.60595,8,quantifier,blue,25_50_1,2,195,target, The machine dispensed some of the,44,many_some,0,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,5
some,8.60595,8,color,orange,25_50_1,1,195,competitor, The machine dispensed some of the blue ones.,44,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",4,5
